,platform,url,measured.on
304,ioby,https://www.ioby.org/project/plastic-bag-dropoff,2015-03-18
305,ioby,https://www.ioby.org/project/plumb-beach-earth-day-cleanup,2015-03-18
306,ioby,https://www.ioby.org/project/pop-protected-bike-lane-demonstration-kit,2015-03-18
307,ioby,https://www.ioby.org/project/ps-705exceed-campus-edible-teaching-garden,2015-03-18
308,ioby,https://www.ioby.org/project/purchase-and-install-bike-repair-stand-belle-isle-skills-area,2015-03-18
309,ioby,https://www.ioby.org/project/pushnation-inc,2015-03-18
310,ioby,https://www.ioby.org/project/put-people-picture-barataria-wetlands-co-monitoring,2015-03-18
311,ioby,https://www.ioby.org/project/putting-crossing-guards-map,2015-03-18
312,ioby,https://www.ioby.org/project/quincy-healing-gardens,2015-03-18
313,ioby,https://www.ioby.org/project/rain-catchment-system,2015-03-18
314,ioby,https://www.ioby.org/project/rain-garden,2015-03-18
315,ioby,https://www.ioby.org/project/rbscc-project-exito-grows,2015-03-18
316,ioby,https://www.ioby.org/project/re-energizing-gateway,2015-03-18
317,ioby,https://www.ioby.org/project/reclaiming-home,2015-03-18
318,ioby,https://www.ioby.org/project/ride-bike-co-op-fundraising-campaign,2015-03-18
319,ioby,https://www.ioby.org/project/rides-transform-communities,2015-03-18
320,ioby,https://www.ioby.org/project/river-garden-tree-pit-project,2015-03-18
321,ioby,https://www.ioby.org/project/roots-success-localization-business-planning,2015-03-18
322,ioby,https://www.ioby.org/project/saint-nicholas-miracle-garden-2014-garden-improvements-hydroponic-growing-system,2015-03-18
323,ioby,https://www.ioby.org/project/save-alaska%E2%80%99s-wild-salmon-%E2%80%94-power-music,2015-03-18
324,ioby,https://www.ioby.org/project/save-farm-school-nyc,2015-03-18
325,ioby,https://www.ioby.org/project/secure-bicycle-parking-space,2015-03-18
326,ioby,https://www.ioby.org/project/shade-structure-public-art-installation-pedestrian-plaza,2015-03-18
327,ioby,https://www.ioby.org/project/shore-road-community-compost-collection-site,2015-03-18
328,ioby,https://www.ioby.org/project/smallwater-community-center-and-garden,2015-03-18
329,ioby,https://www.ioby.org/project/st-johns-county-bike-route-map,2015-03-18
330,ioby,https://www.ioby.org/project/station-hope-2015,2015-03-18
331,ioby,https://www.ioby.org/project/street-tree-guard-building-clinic,2015-03-18
332,ioby,https://www.ioby.org/project/street-trees-need-help,2015-03-18
333,ioby,https://www.ioby.org/project/stryker-park,2015-03-18
334,ioby,https://www.ioby.org/project/students-under-stars,2015-03-18
335,ioby,https://www.ioby.org/project/sun-powered-jobs,2015-03-18
336,ioby,https://www.ioby.org/project/swag-project-0,2015-03-18
337,ioby,https://www.ioby.org/project/swing-camp-kids,2015-03-18
338,ioby,https://www.ioby.org/project/take-x-oaau-50,2015-03-18
339,ioby,https://www.ioby.org/project/taking-liberty,2015-03-18
340,ioby,https://www.ioby.org/project/bronx-wellness-center,2015-03-18
341,ioby,https://www.ioby.org/project/fire-escape-club,2015-03-18
342,ioby,https://www.ioby.org/project/flood-way,2015-03-18
343,ioby,https://www.ioby.org/project/garden-social-awareness-indoor-garden,2015-03-18
344,ioby,https://www.ioby.org/project/human-powered-mobile-school,2015-03-18
345,ioby,https://www.ioby.org/project/ladies-program,2015-03-18
346,ioby,https://www.ioby.org/project/new-123rd-street-community-garden,2015-03-18
347,ioby,https://www.ioby.org/project/new-face-dancewave,2015-03-18
348,ioby,https://www.ioby.org/project/rockville-bike-hub-mobile-shop,2015-03-18
349,ioby,https://www.ioby.org/project/terrace-macaulay-honors,2015-03-18
350,ioby,https://www.ioby.org/project/third-thursdays-bliss-plaza,2015-03-18
351,ioby,https://www.ioby.org/project/turning-classroom-garden,2015-03-18
352,ioby,https://www.ioby.org/project/urban-paradise-guild-garden-centers,2015-03-18
353,ioby,https://www.ioby.org/project/vacant-lot-2-garden,2015-03-18
354,ioby,https://www.ioby.org/project/watershed,2015-03-18
355,ioby,https://www.ioby.org/project/we-woolly-need-garden,2015-03-18
356,ioby,https://www.ioby.org/project/we-are-family-neighborhood-center,2015-03-18
357,ioby,https://www.ioby.org/project/we-keep-you-rollin,2015-03-18
358,ioby,https://www.ioby.org/project/womyn-color-and-lgbtq-healing-arts-collective,2015-03-18
359,ioby,https://www.ioby.org/project/young-activists-project,2015-03-18
360,geeferom,http://www.geeferom.nl/project/tijdmunt-sociaal-geld-voor-iedereen,2015-03-18
361,geeferom,http://www.geeferom.nl/project/opknappen-discozaal-tienercentrum,2015-03-18
362,geeferom,http://www.geeferom.nl/project/verwendag-jonge-moeders-0,2015-03-18
363,geeferom,http://www.geeferom.nl/project/een-onvergetelijke-middag,2015-03-18
364,geeferom,http://www.geeferom.nl/project/wij-willen-een-fietspad,2015-03-18
365,geeferom,http://www.geeferom.nl/project/fotogalerij-bij-monument-voor-de-arbeider,2015-03-18
366,geeferom,http://www.geeferom.nl/project/help-eenzame-70-ouderen-uit-hun-isolement,2015-03-18
367,geeferom,http://www.geeferom.nl/project/wol-doet-er-weer-toe,2015-03-18
368,geeferom,http://www.geeferom.nl/project/muziekstudio-max,2015-03-18
369,geeferom,http://www.geeferom.nl/project/kids-festival-bosni%C3%AB,2015-03-18
370,geeferom,http://www.geeferom.nl/project/monument-voor-de-arbeider-dru-industriepark,2015-03-18
371,geeferom,http://www.geeferom.nl/project/tunnelkas-voor-de-groentehof,2015-03-18
372,geeferom,http://www.geeferom.nl/project/duurzaam-doen-arnhem,2015-03-18
373,geeferom,http://www.geeferom.nl/project/chocolate4life,2015-03-18
374,geeferom,http://www.geeferom.nl/project/%E2%80%9Cdroomkeuken%E2%80%9D-gezocht,2015-03-18
375,geeferom,http://www.geeferom.nl/project/hier-kan-jouw-idee-komen,2015-03-18
376,geeferom,http://www.geeferom.nl/project/voordeel-onze-zorg-zorgboerderij-klein-mari%C3%ABndaal,2015-03-18
377,hkb,http://www.hkbu.nl/read/projecten/id/2234684-typo3,2015-03-18
378,hkb,http://www.hkbu.nl/read/projecten/id/2231972-groenplan-desiderius,2015-03-18
379,hkb,http://www.hkbu.nl/read/projecten/id/2231873-rotterdam-ark,2015-03-18
380,hkb,http://www.hkbu.nl/read/projecten/id/2231773-artpark,2015-03-18
381,hkb,http://www.hkbu.nl/read/projecten/id/2234244-rif010,2015-03-18
382,hkb,http://www.hkbu.nl/read/projecten/id/2234175-urban-street-forest,2015-03-18
383,hkb,http://www.hkbu.nl/read/projecten/id/2232708-kom-je-spelen-in-het-vroesenpark,2015-03-18
384,hkb,http://www.hkbu.nl/read/projecten/id/2229701-yes-r-en-wesley-klein-in-de-binnenstad,2015-03-18
385,hkb,http://www.hkbu.nl/read/projecten/id/2229698-de-straathoek,2015-03-18
386,hkb,http://www.hkbu.nl/read/projecten/id/2229548-duurzaamheid-is-bullshit,2015-03-18
387,hkb,http://www.hkbu.nl/read/projecten/id/2229524-learning-cities-platform,2015-03-18
388,zcfp,http://www.zcfp.nl/1-rolstoelhockey?lang=nl,2015-03-18
389,zcfp,http://www.zcfp.nl/4-Bioduin?lang=nl,2015-03-18
390,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/bach-in-dordrecht,2015-03-18
391,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/nooit-jouw-schuld,2015-03-18
392,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/genderlegs,2015-03-18
393,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/voorstelling-gilgamesj,2015-03-18
394,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/stadslandbouw-dordrecht,2015-03-18
395,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/oorlogsmonument-moerdijkbruggen,2015-03-18
396,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/defenders-in-dordrecht,2015-03-18
397,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/mok,2015-03-18
398,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/behandeling-dizzy-de-kitten,2015-03-18
399,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/global-exploration-india,2015-03-18
400,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/asiel-louterbloemen,2015-03-18
401,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/blauwe-atelier,2015-03-18
402,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/mijn-toekomstdroom,2015-03-18
403,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/geblaat-van-een-schapenkop-of-toch-zinnig,2015-03-18
404,dordrechtvanstart,www.dordrechtvanstart.nl/help-starten/actief-in-de-wijk,2015-03-18
405,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=8,2015-03-18
406,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=9,2015-03-18
407,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=5,2015-03-18
408,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=15,2015-03-18
409,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=1,2015-03-18
410,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=23,2015-03-18
411,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=19,2015-03-18
412,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=22,2015-03-18
413,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=14,2015-03-18
414,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=21,2015-03-18
415,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=6,2015-03-18
416,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=20,2015-03-18
417,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=16,2015-03-18
418,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=10,2015-03-18
419,maakcapelle,http://www.maakcapelle.nl/activityDetails.php?id=13,2015-03-18
420,communityfunded,http://communityfunded.com/projects/erik41/bellarmine-to-bolivia-for-others/,2015-03-18
421,communityfunded,http://communityfunded.com/projects/krfc/help-focomusic-rock-austin-tx/,2015-03-18
422,communityfunded,http://communityfunded.com/projects/ledvontrippen/rock-and-stole/,2015-03-18
423,communityfunded,http://communityfunded.com/projects/communityfunded/the-community-funded-project/,2015-03-18
424,communityfunded,http://communityfunded.com/projects/simon272h/gift-card-pre-sale-event/,2015-03-18
425,communityfunded,http://communityfunded.com/projects/cbart12/vera-memorial/,2015-03-18
426,communityfunded,http://communityfunded.com/projects/thomaslarocca/the-healthy-aging-project-2/,2015-03-18
427,communityfunded,http://communityfunded.com/projects/pcawarriors/give-next-community-art-at-pca/,2015-03-18
428,communityfunded,http://communityfunded.com/projects/d3witt/historic-atlas-theatre-renovation/,2015-03-18
429,communityfunded,http://communityfunded.com/projects/centerwest/the-return-of-frackingsense/,2015-03-18
430,communityfunded,http://communityfunded.com/projects/alanamurphy/under-a-film-about-freindship/,2015-03-18
431,communityfunded,http://communityfunded.com/projects/jphelps/the-return-of-the-dragon-sword/,2015-03-18
432,communityfunded,http://communityfunded.com/projects/fcbikes/make-our-new-warehouse-a-home/,2015-03-18
433,communityfunded,http://communityfunded.com/projects/hopeforelena/hope-for-elena/,2015-03-18
434,communityfunded,http://communityfunded.com/projects/asce_steelbridge/asce-steel-bridge-team/,2015-03-18
435,communityfunded,http://communityfunded.com/projects/vincent7/rise-volume-one/,2015-03-18
436,communityfunded,http://communityfunded.com/projects/philanthropete/air-force-rotc/,2015-03-18
437,communityfunded,http://communityfunded.com/projects/ciclismo/bike-library-ciclismo-youth-foundation/,2015-03-18
438,communityfunded,http://communityfunded.com/projects/coloradospirit/colorado-spirit-camp-2014/,2015-03-18
439,communityfunded,http://communityfunded.com/projects/bribee/taji-100-for-wounded-warriors-project/,2015-03-18
440,communityfunded,http://communityfunded.com/projects/asce_concretecanoe/asce-concrete-canoe-team/,2015-03-18
441,communityfunded,http://communityfunded.com/projects/cmarsha/save-alley-cuts/,2015-03-18
442,communityfunded,http://communityfunded.com/projects/bobkomives/the-good-day-project/,2015-03-18
443,communityfunded,http://communityfunded.com/projects/lauragrossett/mad-deer-press-co-op/,2015-03-18
444,communityfunded,http://communityfunded.com/projects/dandelion36/horticultural-therapy-for-the-elderly/,2015-03-18
445,communityfunded,http://communityfunded.com/projects/portlandstateaerospacesociety/portland-state-aerospace-society/,2015-03-18
446,communityfunded,http://communityfunded.com/projects/childsafeco/calm-the-brain-speed-the-healing-2/,2015-03-18
447,communityfunded,http://communityfunded.com/projects/goshenfunded/goshen-funded-pre-launch-party/,2015-03-18
448,communityfunded,http://communityfunded.com/projects/youmeandapollo/you-me-apollo-full-length-record-2014/,2015-03-18
449,communityfunded,http://communityfunded.com/projects/rymergregorya/play-therapy-for-children/,2015-03-18
450,communityfunded,http://communityfunded.com/projects/valley_theatre/save-the-valley-theatre/,2015-03-18
451,communityfunded,http://communityfunded.com/projects/sbibbey/althea4althea-against-ebola/,2015-03-18
452,communityfunded,http://communityfunded.com/projects/transitiongoshen/low-hanging-fruit-press/,2015-03-18
453,communityfunded,http://communityfunded.com/projects/philanthropete/museum-of-art-bring-art-to-stillwater/,2015-03-18
454,communityfunded,http://communityfunded.com/projects/vincent7/ramp-to-mentor-jamaican-youth/,2015-03-18
455,communityfunded,http://communityfunded.com/projects/angiefess/namaste-enlightening-evanston-with-the-power-of-yoga/,2015-03-18
456,communityfunded,http://communityfunded.com/projects/vincent7/youth-leadership-music-project/,2015-03-18
457,communityfunded,http://communityfunded.com/projects/computers2youth/computers-to-youth-at-cu-boulder/,2015-03-18
458,communityfunded,http://communityfunded.com/projects/philanthropete/secure-the-future-of-homecoming/,2015-03-18
459,communityfunded,http://communityfunded.com/projects/richkurt/book-editing-and-pictures/,2015-03-18
460,communityfunded,http://communityfunded.com/projects/transitiongoshen/mapping-the-sharing-economy-in-goshen/,2015-03-18
461,communityfunded,http://communityfunded.com/projects/fcra/literacy-challenge/,2015-03-18
462,communityfunded,http://communityfunded.com/projects/wingardt/lambda-alpha-visual-anthropology-display/,2015-03-18
463,communityfunded,http://communityfunded.com/projects/sustainable-living-association/sla-empowers-community-through-year-round-workshops-2/,2015-03-18
464,communityfunded,http://communityfunded.com/projects/anasonmain/look-better-feel-better-juicing/,2015-03-18
465,communityfunded,http://communityfunded.com/projects/fortcollinsstartupweek/fort-collins-startup-week/,2015-03-18
466,communityfunded,http://communityfunded.com/projects/philanthropete/the-cowboy-marching-band/,2015-03-18
467,communityfunded,http://communityfunded.com/projects/angel/shared-rehearsal-space-for-musicians/,2015-03-18
468,communityfunded,http://communityfunded.com/projects/christinadw/soma-parklet-project/,2015-03-18
469,communityfunded,http://communityfunded.com/projects/serendipity/floor-the-past/,2015-03-18
470,communityfunded,http://communityfunded.com/projects/maxwellhughesmusic/smells-like-a-fundraiser/,2015-03-18
471,communityfunded,http://communityfunded.com/projects/goshenfarmersmarket/goshen-farmers-market-t-shirt-sale/,2015-03-18
472,communityfunded,http://communityfunded.com/projects/team_and_community/21-for-21-2/,2015-03-18
473,communityfunded,http://communityfunded.com/projects/jasmun/open-your-heart-for-orlandos/,2015-03-18
474,communityfunded,http://communityfunded.com/projects/engineerswithoutborders/engineers-without-borders/,2015-03-18
475,communityfunded,http://communityfunded.com/projects/empoweredparents/empowered-parents/,2015-03-18
476,communityfunded,http://communityfunded.com/projects/philanthropete/army-rotc/,2015-03-18
477,communityfunded,http://communityfunded.com/projects/fchabitat/house-that-beer-built/,2015-03-18
478,communityfunded,http://communityfunded.com/projects/worklife_partnership/support-colorados-working-poor/,2015-03-18
479,communityfunded,http://communityfunded.com/projects/vikingmotorsports/viking-motorsports/,2015-03-18
480,communityfunded,http://communityfunded.com/projects/thesilverseed/the-silver-seed-food-truck/,2015-03-18
481,communityfunded,http://communityfunded.com/projects/cub2p/cu-bridges-to-prosperity/,2015-03-18
482,communityfunded,http://communityfunded.com/projects/abbasaraba/the-search-for-el-dorado/,2015-03-18
483,communityfunded,http://communityfunded.com/projects/georgiaboysbbq/georgia-boys-bbq-patio-raiser/,2015-03-18
484,communityfunded,http://communityfunded.com/projects/bhsgivenext/bhs-redefining-youth-support/,2015-03-18
485,communityfunded,http://communityfunded.com/projects/tbenskowex/turners-student-ambassadorship/,2015-03-18
486,communityfunded,http://communityfunded.com/projects/societyofwomenengineers/society-of-women-engineers/,2015-03-18
487,communityfunded,http://communityfunded.com/projects/imagineaugusta/imagination-station-start-up-campaign/,2015-03-18
488,communityfunded,http://communityfunded.com/projects/philanthropete/kosus-homelessness-project/,2015-03-18
489,communityfunded,http://communityfunded.com/projects/ciclismo/colorado-high-school-cycling-league/,2015-03-18
490,communityfunded,http://communityfunded.com/projects/angelamcherry/body-bliss-studio-move/,2015-03-18
491,communityfunded,http://communityfunded.com/projects/aqueerendeavor/breaking-the-silence/,2015-03-18
492,communityfunded,http://communityfunded.com/projects/byronwhitecenter/law-school-to-high-school-civic-outreach/,2015-03-18
493,communityfunded,http://communityfunded.com/projects/kristac/help-fchs-prevent-suicide/,2015-03-18
494,communityfunded,http://communityfunded.com/projects/correlllab/droplets-swarm-robotics/,2015-03-18
495,communityfunded,http://communityfunded.com/projects/pigandplow2015/the-pig-and-the-plow-farm-and-ranch-directory/,2015-03-18
496,communityfunded,http://communityfunded.com/projects/chernhooilim4915/recycle-co2-into-a-fuel-using-sunlight/,2015-03-18
497,communityfunded,http://communityfunded.com/projects/artsacademy/fundraising-for-local-art-programs/,2015-03-18
498,communityfunded,http://communityfunded.com/projects/earthquakepanda/peruvian-amazon-initiative/,2015-03-18
499,communityfunded,http://communityfunded.com/projects/aliciaramirez/bug/,2015-03-18
500,uruut,https://www.uruut.com/projects/650,2015-03-18
501,uruut,https://www.uruut.com/projects/574,2015-03-18
502,uruut,https://www.uruut.com/projects/638,2015-03-18
503,uruut,https://www.uruut.com/projects/592,2015-03-18
504,uruut,https://www.uruut.com/projects/589,2015-03-18
505,uruut,https://www.uruut.com/projects/593,2015-03-18
506,uruut,https://www.uruut.com/projects/569,2015-03-18
507,uruut,https://www.uruut.com/projects/632,2015-03-18
508,uruut,https://www.uruut.com/projects/597,2015-03-18
509,uruut,https://www.uruut.com/projects/1,2015-03-18
510,uruut,https://www.uruut.com/projects/520,2015-03-18
511,uruut,https://www.uruut.com/projects/443,2015-03-18
512,uruut,https://www.uruut.com/projects/549,2015-03-18
513,uruut,https://www.uruut.com/projects/598,2015-03-18
514,uruut,https://www.uruut.com/projects/553,2015-03-18
515,uruut,https://www.uruut.com/projects/603,2015-03-18
516,uruut,https://www.uruut.com/projects/585,2015-03-18
517,uruut,https://www.uruut.com/projects/643,2015-03-18
518,uruut,https://www.uruut.com/projects/596,2015-03-18
519,uruut,https://www.uruut.com/projects/581,2015-03-18
520,uruut,https://www.uruut.com/projects/567,2015-03-18
521,uruut,https://www.uruut.com/projects/522,2015-03-18
522,uruut,https://www.uruut.com/projects/510,2015-03-18
523,uruut,https://www.uruut.com/projects/651,2015-03-18
524,uruut,https://www.uruut.com/projects/375,2015-03-18
525,uruut,https://www.uruut.com/projects/627,2015-03-18
526,uruut,https://www.uruut.com/projects/461,2015-03-18
527,uruut,https://www.uruut.com/projects/237,2015-03-18
528,uruut,https://www.uruut.com/projects/483,2015-03-18
529,uruut,https://www.uruut.com/projects/430,2015-03-18
530,uruut,https://www.uruut.com/projects/554,2015-03-18
531,uruut,https://www.uruut.com/projects/87,2015-03-18
532,uruut,https://www.uruut.com/projects/403,2015-03-18
533,uruut,https://www.uruut.com/projects/439,2015-03-18
534,uruut,https://www.uruut.com/projects/557,2015-03-18
535,uruut,https://www.uruut.com/projects/150,2015-03-18
536,uruut,https://www.uruut.com/projects/492,2015-03-18
537,uruut,https://www.uruut.com/projects/491,2015-03-18
538,uruut,https://www.uruut.com/projects/645,2015-03-18
539,uruut,https://www.uruut.com/projects/575,2015-03-18
540,uruut,https://www.uruut.com/projects/617,2015-03-18
541,uruut,https://www.uruut.com/projects/583,2015-03-18
542,uruut,https://www.uruut.com/projects/479,2015-03-18
543,uruut,https://www.uruut.com/projects/564,2015-03-18
544,smallknot,http://smallknot.com/ink-badger,2015-03-18
545,smallknot,http://smallknot.com/the-refinery-paperie,2015-03-18
546,smallknot,http://smallknot.com/marys-secret-ingredients-1,2015-03-18
547,smallknot,http://smallknot.com/soil-oak-design,2015-03-18
548,smallknot,http://smallknot.com/caliber-keychains,2015-03-18
549,smallknot,http://smallknot.com/egg,2015-03-18
550,smallknot,http://smallknot.com/bonchovie,2015-03-18
551,smallknot,http://smallknot.com/rustic,2015-03-18
552,smallknot,http://smallknot.com/koskaffe,2015-03-18
553,smallknot,http://smallknot.com/cakenotice,2015-03-18
554,smallknot,http://smallknot.com/beertable,2015-03-18
555,smallknot,http://smallknot.com/sauceysauce,2015-03-18
556,smallknot,http://smallknot.com/exley,2015-03-18
557,smallknot,http://smallknot.com/neighborhoodies,2015-03-18
558,smallknot,http://smallknot.com/rhls,2015-03-18
559,smallknot,http://smallknot.com/anothervoice,2015-03-18
560,smallknot,http://smallknot.com/makarastudio,2015-03-18
561,smallknot,http://smallknot.com/a7,2015-03-18
562,smallknot,http://smallknot.com/float,2015-03-18
563,smallknot,http://smallknot.com/brooklyn-oenology,2015-03-18
564,smallknot,http://smallknot.com/galapagos-art-space,2015-03-18
565,smallknot,http://smallknot.com/manhattan-kids-club-ii,2015-03-18
566,smallknot,http://smallknot.com/skink-ink-fine-art-printing,2015-03-18
567,smallknot,http://smallknot.com/ted-honey-cafe,2015-03-18
568,smallknot,http://smallknot.com/one-girl-cookies,2015-03-18
569,smallknot,http://smallknot.com/icestone,2015-03-18
570,smallknot,http://smallknot.com/red-hook-lobster-pound,2015-03-18
571,smallknot,http://smallknot.com/donagallo,2015-03-18
572,smallknot,http://smallknot.com/court-street-grocers,2015-03-18
573,smallknot,http://smallknot.com/ps561,2015-03-18
574,smallknot,http://smallknot.com/wheated-pizza-and-bar,2015-03-18
575,smallknot,http://smallknot.com/gaines-street-pies,2015-03-18
576,smallknot,http://smallknot.com/nowvision-eye-care,2015-03-18
577,smallknot,http://smallknot.com/7th-settlement-brewpub,2015-03-18
578,smallknot,http://smallknot.com/the-independent-space,2015-03-18
579,smallknot,http://smallknot.com/big-daddy-biscuits-llc,2015-03-18
580,smallknot,http://smallknot.com/black-pearl-bakery,2015-03-18
581,smallknot,http://smallknot.com/thai-rock,2015-03-18
582,smallknot,http://smallknot.com/urban-oyster,2015-03-18
583,smallknot,http://smallknot.com/the-unnamed-bakery-llc,2015-03-18
584,smallknot,http://smallknot.com/kick-ass-colocation,2015-03-18
585,smallknot,http://smallknot.com/serge-bistro,2015-03-18
586,smallknot,http://smallknot.com/black-blanco,2015-03-18
587,smallknot,http://smallknot.com/native-bear,2015-03-18
588,smallknot,http://smallknot.com/the-downtown-hall-of-fame,2015-03-18
589,smallknot,http://smallknot.com/franklin-hill-vineyards,2015-03-18
590,smallknot,http://smallknot.com/raising-astoria,2015-03-18
591,smallknot,http://smallknot.com/key-to-simplicity,2015-03-18
592,smallknot,http://smallknot.com/jack-a-roo-urban-farm,2015-03-18
593,smallknot,http://smallknot.com/m.a.d.-love-and-fitness,2015-03-18
594,smallknot,http://smallknot.com/fools-gold,2015-03-18
595,smallknot,http://smallknot.com/pinos-gift-basket-shoppe-wine-cellar,2015-03-18
596,smallknot,http://smallknot.com/roadside-retro,2015-03-18
597,smallknot,http://smallknot.com/22ft-basketball-academy,2015-03-18
598,smallknot,http://smallknot.com/yoga-with-friends,2015-03-18
599,smallknot,http://smallknot.com/bunkershillconstruction,2015-03-18
600,smallknot,http://smallknot.com/doggedly-devoted,2015-03-18
601,smallknot,http://smallknot.com/greenpoint-cheese-meat,2015-03-18
602,smallknot,http://smallknot.com/the-shop-brooklyn,2015-03-18
603,smallknot,http://smallknot.com/pole-control-studios,2015-03-18
604,smallknot,http://smallknot.com/liberate-bodyworks,2015-03-18
605,smallknot,http://smallknot.com/bff-inc,2015-03-18
606,smallknot,http://smallknot.com/the-gorham-grind,2015-03-18
607,smallknot,http://smallknot.com/ocean-ridge-airport-association,2015-03-18
608,smallknot,http://smallknot.com/happy-earth-petcare,2015-03-18
609,smallknot,http://smallknot.com/electric-beet-juice-co,2015-03-18
610,smallknot,http://smallknot.com/slim-adams-supper-club-handmade-goodness,2015-03-18
611,smallknot,http://smallknot.com/idle-hands-bar,2015-03-18
612,smallknot,http://smallknot.com/eastforkfarmlife,2015-03-18
613,smallknot,http://smallknot.com/be-real-pilates,2015-03-18
614,smallknot,http://smallknot.com/sentimental-journeys,2015-03-18
